الشركة,السوق,الرمز,السنة,الربع,نهاية الفترة,نوع الفترة,المقياس,القيمة,العملة,الوحدة,المصدر
Apple Inc.,US,AAPL,2026,1,2025-12-27,quarter,التدفق النقدي التشغيلي,53925000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/aapl-20251227.htm
Apple Inc.,US,AAPL,2026,1,2025-12-27,quarter,الإيرادات,143756000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/aapl-20251227.htm
Apple Inc.,US,AAPL,2026,,2025-12-27,instant,إجمالي الأصول,379297000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/aapl-20251227.htm
Apple Inc.,US,AAPL,2026,,2025-12-27,instant,حقوق الملكية,88190000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/aapl-20251227.htm
Apple Inc.,US,AAPL,2026,,2025-12-27,instant,إجمالي الالتزامات,291107000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/aapl-20251227.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,fy,النفقات الرأسمالية,12715000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,fy,التدفق النقدي الحر,98767000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,instant,الالتزامات إلى حقوق الملكية,3.872187487285204725156985339,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,fy,صافي الربح,112010000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,fy,هامش صافي الربح,0.2691506412181823861438241450,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,fy,التدفق النقدي التشغيلي,111482000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,fy,الإيرادات,416161000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,instant,إجمالي الأصول,359241000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,instant,حقوق الملكية,73733000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2025,,2025-09-27,instant,إجمالي الالتزامات,285508000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,fy,النفقات الرأسمالية,9447000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,fy,التدفق النقدي الحر,108807000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,instant,الالتزامات إلى حقوق الملكية,5.408779631255487269534679543,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,fy,صافي الربح,93736000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,fy,هامش صافي الربح,0.2397125576994386691728361911,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,fy,التدفق النقدي التشغيلي,118254000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,fy,الإيرادات,391035000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,instant,إجمالي الأصول,364980000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,instant,حقوق الملكية,56950000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2024,,2024-09-28,instant,إجمالي الالتزامات,308030000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2023,,2023-09-30,fy,النفقات الرأسمالية,10959000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2023,,2023-09-30,fy,التدفق النقدي الحر,99584000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2023,,2023-09-30,fy,صافي الربح,96995000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2023,,2023-09-30,fy,هامش صافي الربح,0.2530623426432028386187823682,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2023,,2023-09-30,fy,التدفق النقدي التشغيلي,110543000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2023,,2023-09-30,fy,الإيرادات,383285000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm
Apple Inc.,US,AAPL,2022,,2022-09-24,fy,النفقات الرأسمالية,10708000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2022,,2022-09-24,fy,التدفق النقدي الحر,111443000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2022,,2022-09-24,fy,صافي الربح,99803000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2022,,2022-09-24,fy,هامش صافي الربح,0.2530964070519973220263334077,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2022,,2022-09-24,fy,التدفق النقدي التشغيلي,122151000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2022,,2022-09-24,fy,الإيرادات,394328000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2021,,2021-09-25,fy,النفقات الرأسمالية,11085000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2021,,2021-09-25,fy,التدفق النقدي الحر,92953000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2021,,2021-09-25,fy,صافي الربح,94680000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2021,,2021-09-25,fy,هامش صافي الربح,0.2588179335569424056290440302,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2021,,2021-09-25,fy,التدفق النقدي التشغيلي,104038000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2021,,2021-09-25,fy,الإيرادات,365817000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm
Apple Inc.,US,AAPL,2020,,2020-09-26,fy,النفقات الرأسمالية,7309000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm
Apple Inc.,US,AAPL,2020,,2020-09-26,fy,التدفق النقدي الحر,73365000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm
Apple Inc.,US,AAPL,2020,,2020-09-26,fy,صافي الربح,57411000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm
Apple Inc.,US,AAPL,2020,,2020-09-26,fy,هامش صافي الربح,0.2091361127807223648980930004,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm
Apple Inc.,US,AAPL,2020,,2020-09-26,fy,التدفق النقدي التشغيلي,80674000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm
Apple Inc.,US,AAPL,2020,,2020-09-26,fy,الإيرادات,274515000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm
Apple Inc.,US,AAPL,2019,,2019-09-28,fy,النفقات الرأسمالية,10495000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm
Apple Inc.,US,AAPL,2019,,2019-09-28,fy,التدفق النقدي الحر,58896000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm
Apple Inc.,US,AAPL,2019,,2019-09-28,fy,صافي الربح,55256000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm
Apple Inc.,US,AAPL,2019,,2019-09-28,fy,هامش صافي الربح,0.2123809450598445655599714038,,ratio,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm
Apple Inc.,US,AAPL,2019,,2019-09-28,fy,التدفق النقدي التشغيلي,69391000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm
Apple Inc.,US,AAPL,2019,,2019-09-28,fy,الإيرادات,260174000000,USD,USD,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm
